CONCEPT				POLARITY		INTENSITY
step_stupid			negative		-0.56
step_sweet			negative		-0.512
step_tall			negative		-0.532
step_terror			negative		-0.592
step_toes			positive		0.555
step_young			negative		-0.586
stew				positive		0.514
stewed_duck			positive		0.516
stewed_pig_offal		positive		0.549
stewpiak			negative		-0.593
stewpig				negative		-0.562
stick-shaped			positive		0.522
stick_game			positive		0.474
stick_to_rule			negative		-0.616
sticky_rice			positive		0.513
sticky_rice_dumpling		positive		0.558
stiff				negative		-0.626
stifle_smile			negative		-0.611
stigmatize			negative		-0.587
stimulate			positive		0.545
stimulated			positive		0.567
stingy				negative		-0.51
stink				negative		-0.588
stinkapore			negative		-0.632
stinkapura			negative		-0.53
stinko				negative		-0.588
stinky				negative		-0.576
stir_fried			positive		0.6
stir_fried_turnip		positive		0.572
stir_fry			positive		0.584
stir_shit			negative		-0.647
stirred				positive		0.54
stoink				negative		-0.551
stoink_face			negative		-0.559
stoke				positive		0.617
stomp				negative		-0.59
stone				negative		-0.572
stone_face			negative		-0.555
stood_up			negative		-0.601
stop_abuse			negative		-0.483
stop_paying_attention		negative		-0.529
stop_pretence			negative		-0.569
storable			positive		0.558
stout				positive		0.554
straightforward			positive		0.643
strange				negative		-0.201
strangle			negative		-0.536
strangled			negative		-0.587
strategic			positive		0.604
strategic_location		positive		0.587
strategy			positive		0.562
strawberry			negative		-0.586
strawberry-shaped		positive		0.498
strawberry_generation		negative		-0.531
street_smart			positive		0.586
strength			positive		0.606
strenuous			negative		-0.621
strenuous_activity		negative		-0.54
stress				negative		-0.594
stress_children			negative		-0.485
stressed			negative		-0.607
stressed_children		negative		-0.569
stressful			negative		-0.476
stretch_dough			positive		0.561
strict				negative		-0.629
strict_diet			negative		-0.609
strict_parents			negative		-0.522
strict_rule			negative		-0.597
strictly_follow_law		negative		-0.509
strike				negative		-0.54
string				positive		0.612
string_game			positive		0.612
stringent			negative		-0.635
stringray			positive		0.567
strip				positive		0.559
stroll				positive		0.597
strong				positive		0.644
strong-hearted			positive		0.645
strong-willed			positive		0.564
strong_english_accent		negative		-0.596
strong_faith			positive		0.54
strong_flavor			positive		0.607
strong_smell			positive		0.559
strong_willed			positive		0.516
struggle			negative		-0.587
stubborn			negative		-0.597
stuck				negative		-0.52
studious			positive		0.619
study				positive		0.56
study_mama			negative		-0.537
stuff				positive		0.609
stuffing			positive		0.54
stun				negative		-0.517
stunned_like_vegetable		positive		0.618
stunning			positive		0.59
stupayd				negative		-0.537
stupee				negative		-0.594
stupiak				negative		-0.594
stupid				negative		-0.549
stupid_expression		negative		-0.484
stupid_face			negative		-0.514
stupid_mistake			negative		-0.583
stupid_person			negative		-0.593
stupido				negative		-0.554
stupor				negative		-0.572
stylish				positive		0.594
stylo				positive		0.618
stylo_milo			positive		0.484
sua_par_kau			negative		-0.613
suah_koo			negative		-0.552
suaku				negative		-0.613
suan				negative		-0.563
suan_lah			negative		-0.525
suan_pan_zi			positive		0.61
suara_sumbang			negative		-0.576
suave				positive		0.487
suay				negative		-0.547
suay_suay			negative		-0.496
sub_standard			negative		-0.549
subhanallah			positive		0.551
submission			negative		-0.545
submissive			negative		-0.499
submissive_husband		negative		-0.571
subordinate			negative		-0.605
subsistence			positive		0.567
substandard			negative		-0.481
subtle_anger			negative		-0.517
success				negative		-0.587
successful			positive		0.619
successful_country		positive		0.587
suck_thumb			negative		-0.547
sudah				positive		0.511
sudah_lah			negative		-0.509
sue				negative		-0.539
suffer				negative		-0.511
suffer_loss			negative		-0.578
suffering			negative		-0.578
sufficient_sales		positive		0.575
suffocating			negative		-0.491
sugar				positive		0.581
sugar-coated			positive		0.492
sugar_coating			positive		0.571
sugar_syrup			positive		0.543
sugar_topping			positive		0.59
sugee				positive		0.542
sugee_cake			positive		0.559
sugoi				positive		0.608
suicide				negative		-0.593
suitable_appearance		positive		0.574
suka				positive		0.333
suka_hati			negative		-0.591
suka_hati_lah			negative		-0.506
suka_suka			negative		-0.626
sukati				negative		-0.576
sukati_lah			negative		-0.612
suku				negative		-0.595
sulk				negative		-0.535
sulky				negative		-0.552
summon				positive		0.5
summon_auntie			negative		-0.573
summon_uncle			negative		-0.539
summon_unker			negative		-0.639
sumpah				positive		0.596
sundal				negative		-0.597
sundry_good			positive		0.57
sunni				negative		-0.535
sunny				negative		-0.615
sunny_side_up			positive		0.562
sup				positive		0.541
sup_buntut			positive		0.607
sup_kambing			positive		0.533
sup_sup_sui			positive		0.601
sup_tulang			positive		0.544
super_ring			positive		0.492
super_white			negative		-0.565
super_white_horse		negative		-0.553
superb				positive		0.528
superficial			negative		-0.514
superior_absent			positive		0.576
superstition			negative		-0.621
superstitious			negative		-0.608
support				positive		0.545
support_dari_belakang		negative		-0.569
supporting_actor		negative		-0.592
supposingly			negative		-0.246
suppress			negative		-0.239
suppress_opinion		negative		-0.611
sure_anot			negative		-0.542
sure_can_lah			positive		0.475
sure_can_one			positive		0.613
sure_not			negative		-0.55
surface_wound			negative		-0.56
surfeited			negative		-0.19
surprise			negative		-0.559
surprise_event			positive		0.582
surprised			positive		0.527
surrender			negative		-0.547
surveillance			negative		-0.246
survivable			positive		0.627
survival			negative		-0.565
susah				negative		-0.549
susahkan_orang			negative		-0.52
suspicious			negative		-0.552
sustenance			positive		0.567
sutun				negative		-0.581
swarf				negative		-0.594
swear_word			negative		-0.65
sweating			negative		-0.615
swee				positive		0.522
swee_swee			positive		0.547
swee_swee_boh_cham_chwee	positive		0.582
swee_swee_boh_kay_chwee		positive		0.607
swee_swee_boh_zhao_chwee	positive		0.558
sweet				positive		0.523
sweet_bread			positive		0.56
sweet_bun			positive		0.579
sweet_corn			positive		0.499
sweet_dessert			positive		0.498
sweet_filling			positive		0.578
sweet_fruit			positive		0.587
sweet_like_diabetes		negative		-0.604
sweet_mung_bean			positive		0.541
sweet_nothings			negative		-0.628
sweet_paste			positive		0.486
sweet_potato			positive		0.55
sweet_potato_leaf		positive		0.595
sweet_salty			positive		0.571
sweet_sauce			positive		0.584
sweet_sour			positive		0.572
sweet_sour_sauce		positive		0.628
sweet_soy_sauce			positive		0.549
sweet_syrup			positive		0.548
sweetened_syrup			positive		0.55
sweetener			positive		0.534
swift				positive		0.477
swing_tangan			negative		-0.55
switch_off			negative		-0.529
switch_on			positive		0.631
switch_stance			negative		-0.527
sxxt				negative		-0.533
symbolic			negative		-0.58
sympathetic			negative		-0.583
sympathize			negative		-0.524
sympathy			negative		-0.648
syncopant			negative		-0.571
syrup				positive		0.549
t_drops				positive		0.492
tabah				positive		0.567
tabah_hati			positive		0.645
taboo				negative		-0.608
taciturn			negative		-0.584
tackle				positive		0.58
tactical			positive		0.604
tactical_movement		negative		-0.581
tactless			negative		-0.557
taf_club			negative		-0.609
tagging				positive		0.573
tagih_dadah			negative		-0.628
tahan				positive		0.509
tahi_arak			negative		-0.538
tahi_dadah			negative		-0.585
tahi_gossip			negative		-0.58
tahi_hutang			negative		-0.587
tahi_judi			negative		-0.584
tahi_kucing			negative		-0.481
tahu				positive		0.611
tahu_goreng			positive		0.565
tai_chi				negative		-0.56
tai_chi_master			negative		-0.56
tai_ka_ho			positive		0.543
tai_tai				positive		0.592
taik				negative		-0.597
taiko				negative		-0.524
tainted_religious_beliefs	negative		-0.609
tair				negative		-0.573
tak_ada_brain			negative		-0.49
tak_ada_filter			negative		-0.565
tak_ada_otak			negative		-0.614
tak_ada_standard		negative		-0.527
tak_apa				positive		0.51
tak_betul			negative		-0.617
tak_boleh			negative		-0.517
tak_boleh_angkat		negative		-0.528
tak_boleh_angz			negative		-0.579
tak_boleh_make_it		negative		-0.549
tak_boleh_tahan			negative		-0.563
tak_boleh_take_it		negative		-0.569
tak_cakap_siang_siang		negative		-0.584
tak_guna			negative		-0.597
tak_jalan			negative		-0.561
tak_kena			negative		-0.548
tak_kiu				positive		0.499
tak_kiu_peng			positive		0.508
tak_kuasa			negative		-0.542
tak_larat			negative		-0.56
tak_logic			negative		-0.643
tak_makan_saman			negative		-0.636
tak_nak_sua			negative		-0.524
tak_nak_sudah			negative		-0.507
tak_nak_tak_apa			negative		-0.485
tak_nak_takpe			negative		-0.563
tak_pakai			negative		-0.539
tak_pe				positive		0.585
tak_sanggup			negative		-0.648
tak_senonoh			negative		-0.514
tak_tahu_malu			negative		-0.582
takde_bodek			negative		-0.502
takde_brain			negative		-0.552
takde_filter			negative		-0.572
takde_hal_cari_hal		negative		-0.497
takde_hati			negative		-0.543
takde_otak			negative		-0.49
takde_pasal_cari_pasal		negative		-0.582
takde_problem_cari_problem	negative		-0.569
takde_standard			negative		-0.635
take_action			negative		-0.576
take_advantage			negative		-0.491
take_advice_well		positive		0.582
take_away			positive		0.506
take_caution			negative		-0.246
take_cover			negative		-0.565
take_it_easy			positive		0.62
take_liability			negative		-0.622
take_out			positive		0.501
take_responsibility		negative		-0.557
take_to_heart			negative		-0.509
take_without_permission		negative		-0.517
take_you_go_market_and_sell	negative		-0.535
take_you_go_market_sell		negative		-0.567
take_your_time			positive		0.598
taken_advantage			negative		-0.568
taken_advantage_of		negative		-0.5
tako				positive		0.555
takoyaki			positive		0.546
talam_ubi			positive		0.598
talam_ubi_kayu			positive		0.501
talc				positive		0.611
talcum_powder			positive		0.577
talent				positive		0.568
talented			positive		0.537
talk_back			negative		-0.567
talk_big			negative		-0.563
talk_bird			negative		-0.596
talk_cock			negative		-0.64
talk_cock_sing_song		negative		-0.519
talk_loudly			positive		0.566
talk_nonsense			negative		-0.561
talk_rot			negative		-0.485
talk_rubbish			negative		-0.519
talk_to_my_hand			negative		-0.605
talk_to_the_hand		negative		-0.628
talkative			negative		-0.587
tall				positive		0.533
tam_tam				positive		0.546
tamade				negative		-0.592
tamago_boro			positive		0.545
tamarind			positive		0.625
tambah				positive		0.484
tambelan_laksa			positive		0.592
tampan				positive		0.602
tan_boh_chiak			negative		-0.524
tan_boh_lui			negative		-0.496
tan_chiak			positive		0.611
tan_chiak_peng			negative		-0.616
tan_colored_skin		positive		0.535
tan_ku_ku			negative		-0.604
tan_lui				positive		0.565
tandoori_chicken		positive		0.563
tandoori_masala			positive		0.528
tang_chek			positive		0.57
tang_hoon			positive		0.514
tang_kee			positive		0.578
tang_ku_ku			negative		-0.587
tang_oh				positive		0.574
tang_shui			positive		0.55
tang_yuan			positive		0.623
tangan_itchy			negative		-0.559
tangerang_laksa			positive		0.596
tangkai_jering			negative		-0.625
tangkap				negative		-0.591
tangkap_chio			negative		-0.542
tangkap_emo			negative		-0.623
tangkap_feel			negative		-0.653
tangkap_feeling			negative		-0.507
tangkap_feeling_feeling		negative		-0.622
tangkap_glam			negative		-0.513
tangkap_glamer			negative		-0.541
tangkap_glamour			negative		-0.614
tangkap_handsome		negative		-0.524
tangkap_jamb			negative		-0.542
tangkap_jambu			negative		-0.569
tangkap_jiwang			negative		-0.54
tangkap_lawa			negative		-0.537
tangkap_macho			negative		-0.526
tangkap_sweet			negative		-0.498
tangy				positive		0.592
tank				negative		-0.511
tank_crew			positive		0.578
tankee				positive		0.578
tanned_skin			negative		-0.514
tao_eh				negative		-0.607
tao_yen				negative		-0.592
taoism				positive		0.566
taoist				positive		0.578
tap_water			positive		0.52
tapioca				positive		0.602
tapioca_flour			positive		0.56
tapioca_pearl			positive		0.558
tapioca_pearls			positive		0.603
tar_por				positive		0.527
target_practice			positive		0.546
tarik_harga			negative		-0.548
taruh_hati			positive		0.562
taste				positive		0.549
tasty				positive		0.548
tat_kiu_peng			positive		0.614
tattle				negative		-0.546
tattletale			negative		-0.543
tattoo				negative		-0.553
tau				positive		0.494
tau_cheo			positive		0.551
tau_fa				positive		0.534
tau_fa_shui			positive		0.588
tau_fu				positive		0.584
tau_fu_fa			positive		0.548
tau_geh				positive		0.56
tau_hong			negative		-0.549
tau_hu				positive		0.491
tau_huay			positive		0.579
tau_huay_chui			positive		0.575
tau_kee				positive		0.508
tau_kon				positive		0.488
tau_kua				positive		0.571
tau_kua_pau			positive		0.623
tau_mio				positive		0.605
tau_pei				positive		0.604
tau_pok				negative		-0.653
tau_pok_fnb			positive		0.494
tau_sar				positive		0.557
tau_sar_pau			positive		0.595
tau_sar_piah			positive		0.576
tau_suan			positive		0.497
tau_tiah			negative		-0.566
tau_yu				positive		0.578
tau_yu_bak			positive		0.558
taught_a_lesson			negative		-0.565
taupok				positive		0.515
taxing				negative		-0.606
tea				positive		0.526
tea_bag				positive		0.607
tea_egg				positive		0.513
tea_leaf			positive		0.566
teacher				positive		0.525
teamwork			positive		0.574
tear_piak_shoot			positive		0.557
tease				positive		0.609
teasing				negative		-0.541
tebal_muka			negative		-0.603
techno_chee_ko_pek		negative		-0.542
techno_cheese_pie		positive		0.614
teddy_biscuit			positive		0.567
tedious				negative		-0.592
tee_kee				negative		-0.552
tee_nya_kueh			positive		0.542
teenager			negative		-0.592
teeth_gap			negative		-0.578
teh				negative		-0.57
teh_c				positive		0.557
teh_c_kah_tai			positive		0.561
teh_c_kosong			positive		0.537
teh_c_siu_tai			positive		0.539
teh_cino			positive		0.601
teh_fnb				positive		0.622
teh_gu				negative		-0.246
teh_gu_lai_liao			negative		-0.226
teh_halia			positive		0.612
teh_halia_tarik			positive		0.509
teh_kah_tai			positive		0.526
teh_kosong			positive		0.629
teh_lum_pa_chi_saht		negative		-0.525
teh_masala			positive		0.539
teh_o				positive		0.497
teh_o_kah_tai			positive		0.53
teh_o_kosong			positive		0.564
teh_o_limau			positive		0.519
teh_o_siu_tai			positive		0.603
teh_packet			positive		0.489
teh_pao				negative		-0.645
teh_pao_fnb			positive		0.573
teh_peng			positive		0.617
teh_poh				positive		0.638
teh_pua_seo			positive		0.559
teh_siu_tai			positive		0.587
teh_tarik			positive		0.598
tei_mia				negative		-0.537
tekan				negative		-0.527
tekan_session			negative		-0.5
telekung			positive		0.548
television_producer		negative		-0.536
telinga_gajah			positive		0.647
telinga_tak_korek		negative		-0.565
telltale			negative		-0.558
telt				positive		0.577
telur_mata_lembu		positive		0.604
temasek_holdings		negative		-0.573
temasick			negative		-0.573
tempat_biasa			positive		0.565
tempat_regular			positive		0.654
tempayan_mouth			negative		-0.601
tempeh				positive		0.609
temperamental			negative		-0.571
temptress			negative		-0.64
ten_storey			positive		0.536
tender				positive		0.619
tender_flesh			positive		0.622
tender_meat			positive		0.636
tender_meat_slice		positive		0.584
teng_teng			positive		0.549
tengik				negative		-0.625
tengok_kaki_ah			negative		-0.588
tengok_kaki_lah			negative		-0.61
tengok_kaki_sikit		negative		-0.614
tension				negative		-0.551
teochew_cuisine			positive		0.514
teochew_dish			positive		0.633
teochew_porridge		positive		0.49
tepi_sikit			negative		-0.599
tepuk_sebelah_tangan		negative		-0.619
tepung				positive		0.652
tepung_gomak			negative		-0.575
tepung_gomak_fnb		positive		0.585
ter_bak_chek			positive		0.591
ter_bye				negative		-0.646
ter_kah				positive		0.517
ter_tau				negative		-0.619
ter_tau_ter_nao			negative		-0.549
terbaboom			negative		-0.278
terbalik			negative		-0.484
terengganu_laksa		positive		0.613
terh				negative		-0.574
terkongkong			negative		-0.522
term_of_endearment		positive		0.538
terperanjat			negative		-0.217
terperanjat_beruk		negative		-0.259
terrible			negative		-0.643
terrible_feeling		negative		-0.52
terrified			negative		-0.617
terrifying			negative		-0.569
territory			positive		0.512
terror				positive		0.626
terrorism			negative		-0.534
teruk				negative		-0.559
test_of_courage			positive		0.532
test_patience			negative		-0.548
testicle			negative		-0.545
testicles			negative		-0.532
tetek				negative		-0.592
thaathaa			positive		0.505
thailand			positive		0.63
thaipusam			positive		0.563
thalai				negative		-0.182
thambi				negative		-0.547
thambi_add			positive		0.569
than_chia_peng			negative		-0.614
thandachoru			negative		-0.603
thangachi			positive		0.555
thangam				positive		0.547
thank_you			positive		0.653
thankful			positive		0.583
thanks_but_no_thanks		negative		-0.557
the_fnb				positive		0.611
theatrical			positive		0.495
then_you_know			negative		-0.576
thick				positive		0.615
thick-headed			negative		-0.612
thick-skinned			negative		-0.559
thick_consistency		positive		0.484
thick_frothy_layer		positive		0.598
thick_gravy			positive		0.542
thick_sauce			positive		0.586
thick_soup			positive		0.541
thick_yellow_noodles		positive		0.509
thickening			positive		0.557
thicker_coffee			positive		0.523
thief				negative		-0.568
thin				negative		-0.589
thin-skinned			positive		0.515
thin_disc_candy			positive		0.523
thin_egg_noodles		positive		0.615
thin_flat_disc			positive		0.605
thin_flat_dough			positive		0.582
thin_lacy_crepe			positive		0.518
thin_translucent_skin		positive		0.582
thin_wafer			positive		0.658
think_quickly			positive		0.604
thinly_sliced			positive		0.65
thinner_coffee			positive		0.548
thinner_tea			positive		0.638
third_party			negative		-0.49
third_wheel			negative		-0.632
thoolu				negative		-0.556
thoongumoonji			negative		-0.566
thorough			positive		0.567
thosai				positive		0.564
thoughtful			positive		0.662
thoughtless			negative		-0.514
thoughtless_action		negative		-0.595
thoughtless_words		negative		-0.544
thousand_layer_cake		positive		0.557
thrash				negative		-0.647
thrashed			negative		-0.625
threat				negative		-0.651
threatening			negative		-0.6
thrilled			positive		0.532
thrilling			positive		0.545
thriving			positive		0.63
throw				negative		-0.597
throw_marbles			positive		0.505
throw_smoke			negative		-0.547
throw_tantrum			negative		-0.575
thrust_knife			negative		-0.635
thuggish			negative		-0.648
thulukkaci			negative		-0.623
thulukkan			negative		-0.496
thulukkar			negative		-0.504
thunder_tea_rice		positive		0.602
ti_gong				positive		0.531
ti_gong_tia_gong_lang		positive		0.624
tia_bo				negative		-0.611
tia_gong			positive		0.615
tian_mi_mi			positive		0.551
tiau_herr			positive		0.567
tidak_apa			positive		0.553
tidur_tidur_ayam		negative		-0.586
tidy				positive		0.522
tie-breaker			negative		-0.235
tiger				positive		0.612
tiger_beer			positive		0.612
tiger_mother			negative		-0.485
tiger_mum			negative		-0.569
tiger_show			positive		0.574
tight				negative		-0.635
tight_clothes			negative		-0.523
tight_clothing			negative		-0.539
tight_deadline			negative		-0.569
tight_situation			negative		-0.559
tigress				negative		-0.517
tik_gong			positive		0.542
tikam				negative		-0.217
tikam_tikam			negative		-0.214
tiko				negative		-0.567
tiko_pek			negative		-0.532
tim_chuk			positive		0.524
time_lambat			negative		-0.523
timely				positive		0.57
timid				negative		-0.572
tin_can				positive		0.542
tin_teh				negative		-0.544
tiny				negative		-0.594
tio_beh_pio			negative		-0.61
tio_kan				negative		-0.588
tio_stomp			negative		-0.516
tio_stun			negative		-0.215
tiong				negative		-0.527
tiong_xim			positive		0.524
tionged				negative		-0.626
tiongfied			negative		-0.584
tiongified			negative		-0.547
tip				positive		0.503
tipu				negative		-0.571
tipu_duit			negative		-0.567
tipu_feeling			negative		-0.565
tipu_money			negative		-0.565
tired				negative		-0.551
tired_die_me			negative		-0.558
tired_looking			negative		-0.53
tired_of_reassuring		negative		-0.55
tired_of_reminding		negative		-0.524
tiresome			negative		-0.548
tiring				negative		-0.558
tissue_paper			positive		0.476
tissue_prata			positive		0.488
tiu				negative		-0.508
tiu_lei_lo_mo			negative		-0.511
to_be_deceived			negative		-0.586
toad_oil			positive		0.53
toast				positive		0.523
toast_bread			positive		0.625
toast_cake			positive		0.56
toasted_bread			positive		0.563
tock_tock_man			positive		0.577
toddy				positive		0.568
tofu				positive		0.542
tofu_cheese			positive		0.567
togok				negative		-0.504
togok_session			negative		-0.604
toh				negative		-0.623
toh_hay				positive		0.62
tok_chai_tau			negative		-0.506
tok_kong			positive		0.527
tok_sad				negative		-0.558
tolerant			positive		0.507
tolerate			negative		-0.511
tolong				negative		-0.515
tolong_lah			negative		-0.616
tolong_lah_sikit		negative		-0.586
tolong_sikit			negative		-0.591
toman				positive		0.522
tomato				positive		0.56
tomato_gravy			positive		0.508
tomato_ketchup			positive		0.596
tomato_puree			positive		0.573
tomato_sauce			positive		0.572
tombalik			negative		-0.525
tombaling			negative		-0.592
tone_deaf			negative		-0.53
tong_chye			positive		0.593
tong_keng			negative		-0.553
tong_shu			positive		0.567
tong_yun			positive		0.616
tongue_tied			negative		-0.514
tony_tan			negative		-0.503
too_carefree			negative		-0.569
too_dependent			negative		-0.577
too_free			negative		-0.514
too_full			negative		-0.481
too_good			negative		-0.627
too_hardworking			negative		-0.614
too_late			negative		-0.522
too_much			negative		-0.487
too_much_info			negative		-0.279
too_much_information		negative		-0.279
too_much_makeup			negative		-0.575
too_much_nagging		negative		-0.564
too_noisy			negative		-0.583
too_sweet			negative		-0.604
toopayd				negative		-0.543
toot				negative		-0.536
toothless			negative		-0.559
top				positive		0.527
topo_general			negative		-0.599
topo_king			negative		-0.505
topping				positive		0.503
tor_hwee			negative		-0.488
tora				positive		0.609
torn				negative		-0.596
torrent				positive		0.573
tortoise-shaped			positive		0.541
torture				negative		-0.535
torturous			negative		-0.524
toss				positive		0.596
totalitarian			negative		-0.547
toto				positive		0.619
touch_all_the_wood		negative		-0.587
touch_every_wood		negative		-0.621
touch_lottery			positive		0.514
touch_wood			negative		-0.531
touched				positive		0.54
tough				positive		0.623
tough_training			negative		-0.524
toughen_up			positive		0.62
tourist_attraction		negative		-0.58
tow_kong			positive		0.611
towkay				positive		0.547
towkay_neo			positive		0.55
town_council			negative		-0.521
toy				positive		0.58
trade				positive		0.578
trade_meat			positive		0.591
tradition			positive		0.604
traditional			positive		0.571
traditional_brew		positive		0.576
traditional_chinese_medicine	positive		0.531
traditional_method		positive		0.608
traffic_accident		negative		-0.528
traffic_summon			negative		-0.545
traffic_violation		negative		-0.569
training			negative		-0.506
training_ground			positive		0.649
trampled			negative		-0.565
transaction			positive		0.578
transformer			negative		-0.537
transgender			negative		-0.613
translucent_flesh		positive		0.535
transparent			positive		0.494
transparent_noodles		positive		0.522
transsexual			negative		-0.537
transvestite			negative		-0.613
trapped				negative		-0.237
trashy				negative		-0.482
traumatic			negative		-0.579
traumatize			negative		-0.518
travel				positive		0.544
treasure_time			positive		0.555
treat				positive		0.596
treat_unfairly			negative		-0.541
treat_with_care			positive		0.535
trendy				positive		0.608
triad				negative		-0.52
triangle-shaped			positive		0.581
triangular-shaped		positive		0.549
tribal				negative		-0.627
trick				negative		-0.609
tricked				negative		-0.565
trickster			negative		-0.56
tricky				negative		-0.542
triumph				positive		0.508
trivial				positive		0.601
trivial_issue			positive		0.507
trivial_matter			positive		0.572
tropical			positive		0.555
tropical_fruit			positive		0.545
trouble_free			positive		0.643
trouble_others			negative		-0.624
troubled			negative		-0.607
troublemaker			negative		-0.634
troublesome			negative		-0.549
truly_asia			negative		-0.553
trust				positive		0.633
trustworthy			positive		0.541
truth				positive		0.596
try_my_best			positive		0.569
try_too_hard			negative		-0.628
tu_hao				negative		-0.571
tu_lan				negative		-0.333
tua				negative		-0.502
tua_bangka			negative		-0.603
tua_ganyut			negative		-0.556
tua_kang			negative		-0.554
tua_kee				negative		-0.563
tua_kerepot			negative		-0.518
tua_liap			positive		0.542
tua_pai				negative		-0.59
tua_pek_kong			negative		-0.622
tua_pian_sian			negative		-0.554
tua_tao				negative		-0.553
tua_tao_fnb			positive		0.535
tua_teow			negative		-0.578
tuang				negative		-0.636
tuang_king			negative		-0.609
tuang_queen			negative		-0.632
tuangster			negative		-0.494
tube-shaped			positive		0.573
tudung				positive		0.495
tum_sim				negative		-0.57
tumbuk				negative		-0.551
tummy_ache			negative		-0.534
tumpang				positive		0.594
tumpang_bahagia			positive		0.532
tumpang_gembira			positive		0.567
tumpang_happy			positive		0.619
tumpang_sad			negative		-0.564
tumpang_sedih			negative		-0.535
tumpeng				positive		0.555
tuna				positive		0.592
tung_shing			positive		0.544
tunggu_lama_lama		negative		-0.498
tunggu_long_long		negative		-0.505
tunjuk_muka			negative		-0.226
turban_color			negative		-0.478
turmeric			positive		0.497
turn_a_blind_eye		positive		0.572
turn_down			negative		-0.517
turn_down_suggestion		negative		-0.561
turn_off			negative		-0.584
turnip				positive		0.498
turtle				positive		0.58
turtle_soup			positive		0.58
tutup_one_eye			positive		0.518
tutup_satu_mata			positive		0.565
tutup_sebelah_mata		positive		0.596
twisted				negative		-0.606
twisted_mind			negative		-0.545
twisties			positive		0.535
two_faced			negative		-0.565
two_player			positive		0.649
two_players			positive		0.639
tyco				negative		-0.546
tzai_chiu			positive		0.541
tzai_si				positive		0.603
tze_char			positive		0.618
udderwise			negative		-0.608
ugly				negative		-0.599
uh_uh_sia			positive		0.552
uh_uh_siak			positive		0.605
uh_uh_siol			positive		0.514
uh_uh_siot			positive		0.619
ulam				positive		0.579
ular				negative		-0.583
ular_king			negative		-0.597
ular_queen			negative		-0.586
ultimate			positive		0.489
ulu				negative		-0.527
uluated				negative		-0.612
um_chio				negative		-0.611
umph				positive		0.578
unabashed			negative		-0.479
unaccommodating			negative		-0.522
unaffected			negative		-0.537
unaffordable			negative		-0.632
unanticipated			negative		-0.582
unanticipated_outcome		negative		-0.553
unappealing			negative		-0.548
unappetizing			negative		-0.483
unashamed			positive		0.564
unattentive			negative		-0.61
unattractive			negative		-0.512
unavailable			negative		-0.595
unavoidable_punishment		negative		-0.511
unaware				negative		-0.564
unbeatable			positive		0.58
unbelievable			negative		-0.546
unbelievable_action		negative		-0.628
unbeneficial			negative		-0.524
uncaring			negative		-0.59
uncertain			negative		-0.609
uncertainty			negative		-0.215
uncivilized			negative		-0.608
uncle				negative		-0.569
uncle_add			positive		0.551
uncle_aiskrim			positive		0.613
uncle_ice_cream			positive		0.599
unclear_vision			negative		-0.526
unclefied			negative		-0.566
uncomfortable			negative		-0.606
uncomplicated			positive		0.517
uncomprehending			negative		-0.612
uncompromising			negative		-0.555
unconcerned			negative		-0.559
unconquerable			positive		0.58
uncontrolable			negative		-0.587
unconvinced			negative		-0.575
uncool				negative		-0.553
uncooperative			negative		-0.597
uncoordinated			negative		-0.542
uncouth				negative		-0.535
uncultured			negative		-0.531
undecided			negative		-0.553
undemanding			positive		0.569
under_happy			negative		-0.562
under_table_money		negative		-0.542
undercover			negative		-0.256
undercover_lie			negative		-0.569
underestimate			negative		-0.573
underestimated			negative		-0.522
underhand			negative		-0.512
underling			negative		-0.613
undernourished			negative		-0.524
underprivileged			negative		-0.57
understand			positive		0.586
understanding			positive		0.613
understooded			positive		0.586
undertable_money		negative		-0.613
underwear			negative		-0.565
underweight			negative		-0.589
underworld			negative		-0.52
undeserved			negative		-0.575
undeserving			negative		-0.574
undesirable			negative		-0.537
undesirable_job			negative		-0.606
undesired			negative		-0.542
undesired_task			negative		-0.61
undeveloped			negative		-0.612
undisciplined			negative		-0.62
uneager				negative		-0.598
uneasy				negative		-0.606
uneducated			negative		-0.553
unemployed			negative		-0.617
unending_luck			positive		0.51
unendurable			negative		-0.587
unenthusiastic			negative		-0.569
unethical			negative		-0.613
uneven_size			negative		-0.569
unexpected			negative		-0.53
unexpected_win			negative		-0.546
unexplicable_action		negative		-0.522
unexpressive			negative		-0.514
unfair				negative		-0.622
unfair_advantage		negative		-0.624
unfair_bargain			negative		-0.618
unfair_competition		negative		-0.571
unfaithful			negative		-0.582
unfashionable			negative		-0.536
unfavourable_circumstance	negative		-0.503
unfeeling			negative		-0.561
unfinished			negative		-0.611
unfinished_task			negative		-0.522
unfit				negative		-0.497
unfitting			negative		-0.514
unflattering			negative		-0.631
unflattering_clothes		negative		-0.523
unflavored			positive		0.55
unflavoured			positive		0.52
unforgiving			negative		-0.495
unfortunate			negative		-0.546
unfounded_statement		negative		-0.649
unfulfiling			negative		-0.554
ungderwise			negative		-0.565
ungenerous			negative		-0.625
unglam				negative		-0.55
unglamorous			negative		-0.55
unhappy				negative		-0.539
unhealthy			negative		-0.577
unhelpful			negative		-0.55
unhelpful_bystander		negative		-0.545
unimpressed			negative		-0.643
unimpressive			negative		-0.524
uninfluential			negative		-0.598
uninformed			negative		-0.522
uninterested			negative		-0.537
uninvited			negative		-0.534
uninvolved			negative		-0.545
unique				positive		0.512
unit_of_weight			positive		0.578
unjust				negative		-0.575
